title|introtext|created|modified
4/10/2016 Heavenly Worship|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0410-Rev5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0410-Rev5.mp3">Download</a>&nbsp;<br />Title: Heavenly Worship<br /><div><span>Main passage: Rev 4,5<br />Preached by: Pastor Ken<br /></span></div><div><span><br /></span></div>|2016-04-10 06:00:00|2016-04-10 20:03:42
4/17/2016 Judgement Begins - Four Horsemen|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0417-Rev6.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0417-Rev6.mp3">Download</a>&nbsp;<br />Title: Judgement Begins - Four Horsemen<br /><div><span>Main passage: Rev 6<br />Preached by: Pastor Ken<br /></span></div><div><span><br /></span></div>|2016-04-17 06:00:00|2016-04-18 03:43:47
4/24/2016 Six Seals Opened|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0424-Rev6.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0424-Rev6.mp3">Download</a>&nbsp;<br />Title: Six Seals Opened<br /><div><span>Main passage: Rev 6<br />Preached by: Pastor Ken<br /></span></div><div><span><br /></span></div>|2016-04-24 06:00:00|2016-04-24 22:30:48
5/1/2016 Who are the 144000?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0501-Rev7.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0501-Rev7.mp3">Download</a>&nbsp;<br />Title: Who Are The 144000<br /><div><span>Main passage: Rev 7<br />Preached by: Pastor Ken<br /></span></div><div><span><br /></span></div>|2016-05-01 06:00:00|2016-05-01 19:27:53
5/8/2016 The Seventh Seal|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0508-Rev8.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0508-Rev8.mp3">Download</a>&nbsp;<br />Title: The Seventh Seal<br /><div><span>Main passage: Rev 8<br />Preached by: Pastor Ken<br /></span></div><div><span><br /></span></div>|2016-05-08 06:00:00|2016-05-08 23:07:59
5/15/2016 Locusts|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0515-Rev9.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0515-Rev9.mp3">Download</a>&nbsp;<br />Title: Locusts<br /><div><span>Main passage: Rev 9<br />Preached by: Pastor Ken<br /></span></div><div><span><br /></span></div>|2016-05-15 06:00:00|2016-05-16 03:10:02
5/22/2016 Coming Judgement|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0522-Rev9.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0522-Rev9.mp3">Download</a>&nbsp;<br />Title: Coming Judgement<br /><div><span>Main passage: Rev 9<br />Preached by: Pastor Ken<br /></span></div><div><span><br /></span></div>|2016-05-22 06:00:00|2016-05-22 23:40:57
5/29/2016 Another Mighty Angel|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0529-Rev10.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0529-Rev10.mp3">Download</a>&nbsp;<br />Title: Another Mighty Angel<br /><div><span>Main passage: Rev 10<br />Preached by: Pastor Ken<br /></span></div><div><br /></div>|2016-05-29 06:00:00|2016-05-30 00:08:31
6/5/2016 Ready, Willing and Able|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0605-2Peter3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0605-2Peter3.mp3">Download</a>&nbsp;<br />Title: Ready Willing and Able<br /><div><span>Main passage: 2 Peter 3<br />Preached by: Pastor Ken<br /></span></div><div><br /></div>|2016-06-05 06:00:00|2016-06-05 19:44:01
6/12/2016 The Blessings of Obedience|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0612-John14.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0612-John14.mp3">Download</a>&nbsp;<br />Title: The Blessings of Obedience<br /><div><span>Main passage: John 14<br />Preached by: Pastor Ken<br /></span></div>|2016-06-12 06:00:00|2016-06-12 22:40:10
6/19/2016 Are We Faithful?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0619-1Cor4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0619-1Cor4.mp3">Download</a>&nbsp;<br />Title: Are We Faithful?<br /><div><span>Main passage: 1 Corinthians 4<br />Preached by: Kenneth Akwar<br /></span></div>|2016-06-19 06:00:00|2016-06-20 01:18:21
6/26/2016 Prayer |{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0626-Luke11.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0626-Luke11.mp3">Download</a>&nbsp;<br />Title: Prayer<br /><div><span>Main passage: Luke 11<br />Preached by: Bill Stevenson<br /></span></div>|2016-06-26 06:00:00|2016-06-26 18:50:18
7/3/2016 - The Purpose of the Church|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0703-Eph5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0703-Eph5.mp3">Download</a>&nbsp;<br />Title: The Purpose of the Church<br /><div><span>Main passage: Eph 5<br />Preached by: Pastor Ken<br /></span></div>|2016-07-03 06:00:00|2016-07-04 19:22:07
7/10/2016 - Rev 1-10 Recap|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0710-Rev11.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0710-Rev11.mp3">Download</a>&nbsp;<br />Title: Rev 1-10 Recap<br /><div><span>Main passage: Eph 5<br />Preached by: Pastor Ken<br /></span></div>|2016-07-10 06:00:00|2016-07-10 19:49:47
7/17/2016 - Two Witnesses|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0717-Rev11.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0717-Rev11.mp3">Download</a>&nbsp;<br />Title: Rev 11 Two Witnesses<br /><div><span>Main passage: Rev 11<br />Preached by: Pastor Ken<br /></span></div>|2016-07-17 06:00:00|2016-07-24 19:53:26
7/31/2016 - An Unholy Trinity|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0731-Rev13.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0731-Rev13.mp3">Download</a>&nbsp;<br />Title: Rev 13 An Unholy Trinity<br /><div><span>Main passage: Rev 13<br />Preached by: Pastor Ken<br /></span></div>|2016-07-31 06:00:00|2016-08-01 01:32:15
7/24/2016 - The Woman and the Dragon|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0724-Rev12.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0724-Rev12.mp3">Download</a>&nbsp;<br />Title: Rev 12 The Woman and the Dragon<br /><div><span>Main passage: Rev 12<br />Preached by: Pastor Ken<br /></span></div>|2016-07-24 06:00:00|2016-07-24 20:02:47
8/14/2016 - We were made for more than this|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2016/0814-Rev15.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2016/0814-Rev15.mp3">Download</a>&nbsp;<br />Title: We were made for more than this<br /><div><span>Main passage: Rev 15<br />Preached by: Pastor Ken<br /></span></div>|2016-08-14 06:00:00|2016-08-15 01:40:07
8/21/2016 - God of Judgement, God of Mercy|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/0821-Rev16.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/0821-Rev16.mp3">Download</a>&nbsp;<br />Title: God of Judgement, God of Mercy<br /><div><span>Main passage: Rev 16<br />Preached by: Pastor Ken<br /></span></div>|2016-08-21 06:00:00|2016-08-22 02:48:19
8/28/2016 - Armagedon|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/0828-Rev16.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/0828-Rev16.mp3">Download</a>&nbsp;<br />Title: Armagedon<br /><div><span>Main passage: Rev 16<br />Preached by: Pastor Ken<br /></span></div>|2016-08-28 06:00:00|2016-08-28 19:50:59
9/4/2016 - Babylon|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/0904-Rev17.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/0904-Rev17.mp3">Download</a>&nbsp;<br />Title: Babylon<br /><div><span>Main passage: Rev 17<br />Preached by: Pastor Ken<br /></span></div>|2016-09-04 06:00:00|2016-09-04 19:45:00
9/11/2016 - Faith of a Criminal|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/0911-Luke23.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/0911-Luke23.mp3">Download</a>&nbsp;<br />Title: Faith of a Criminal<br /><div><span>Main passage: Luke 23<br />Preached by: Kenneth Akwar<br /></span></div>|2016-09-11 06:00:00|2016-09-12 02:52:37
9/18/2016 - The fall of Babylon|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/0918-Rev18.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/0918-Rev18.mp3">Download</a>&nbsp;<br />Title: The Fall of Babylon<br /><div><span>Main passage: Revelation 1<br />Preached by: Pastor Ken Davis<br /></span></div>|2016-09-18 06:00:00|2016-09-18 20:40:52
9/25/2016 - Wedding Feast of the Lamb, Please RSVP|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/0925-Rev19.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/0925-Rev19.mp3">Download</a>&nbsp;<br />Title: Wedding Feast of the Lamb, Please RSVP<br /><div><span>Main passage: Revelation 19<br />Preached by: Pastor Ken Davis<br /></span></div>|2016-09-25 06:00:00|2016-09-25 21:44:07
10/2/2016 - King of Kings and Lord of Lords|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1002-Rev19.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1002-Rev19.mp3">Download</a>&nbsp;<br />Title: King of Kings and Lord of Lords<br /><div><span>Main passage: Revelation 19<br />Preached by: Pastor Ken Davis<br /></span></div>|2016-10-02 06:00:00|2016-10-02 19:15:00
10/9/2016 - Is Your Name in The Book of Life?|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1009-Rev20.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1009-Rev20.mp3">Download</a>&nbsp;<br />Title: Is Your Name in The Book of Life?<br /><div><span>Main passage: Revelation 20<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-10-09 06:00:00|2016-10-21 02:03:49
10/16/2016 - It's a Bird, It's a Plane...Holy City!|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1016-Rev21.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1016-Rev21.mp3">Download</a>&nbsp;<br />Title: It's a Bird, It's a Plane. Holy City!<br /><div><span>Main passage: Revelation 21<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-10-16 06:00:00|2016-10-23 19:31:42
10/23/2016 - Behold I Come Quickly|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1023-Rev22.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1023-Rev22.mp3">Download</a>&nbsp;<br />Title: Behold I Come Quickly<br /><div><span>Main passage: Revelation 22<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-10-23 06:00:00|2016-10-23 19:30:38
10/30/2016 - The Ministry of Reconciliation|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1030-Topical.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1030-Topical.mp3">Download</a>&nbsp;<br />Title: The Ministry of Reconciliation<br /><div><span>Main passage: Various<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-10-30 06:00:00|2016-10-30 20:30:23
11/06/2016 - That You Might Believe|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1106-John1.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1106-John1.mp3">Download</a>&nbsp;<br />Title: That You Might Believe<br /><div><span>Main passage: John 1<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-11-06 05:00:00|2016-11-06 19:24:42
11/13/2016 - John's Testimony|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1113-John1.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1113-John1.mp3">Download</a>&nbsp;<br />Title: John's Testimony<br /><div><span>Main passage: John 1<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-11-13 06:00:00|2016-11-13 20:32:29
11/20/2016 - Tell A Friend|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1120-John1.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1120-John1.mp3">Download</a>&nbsp;<br />Title: Tell A Friend<br /><div><span>Main passage: John 1<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-11-20 06:00:00|2016-11-21 01:06:23
11/27/2016 - The Good Wine|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1127-John2.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1127-John2.mp3">Download</a>&nbsp;<br />Title: The Good Wine<br /><div><span>Main passage: John 2<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-11-27 06:00:00|2016-11-29 05:05:20
12/4/2016 - His Own Received Him Not|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1204-John2.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1204-John2.mp3">Download</a>&nbsp;<br />Title: His Own Received Him Not<br /><div><span>Main passage: John 2<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-12-04 06:00:00|2016-12-05 04:31:39
12/11/2016 - The Wind Blows Where It Pleases|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1211-John3.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1211-John3.mp3">Download</a>&nbsp;<br />Title: The Wind Blows Where It Pleases<br /><div><span>Main passage: John 3<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-12-11 06:00:00|2016-12-13 06:30:23
12/18/2016 - He Must Increase but I Must Decrease|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1218-John3.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1218-John3.mp3">Download</a>&nbsp;<br />Title: He Must Increase, but I Must Decrease<br /><div><span>Main passage: John 3<br />Preached by: Pastor Ken Davis&nbsp;<br /></span></div>|2016-12-18 06:00:00|2016-12-18 20:10:38
12/25/2016 - God With Us|{s5_mp3}http://sermonsave.com/ccswm/sermons/2016/1225-Luke2.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2016/1225-Luke2.mp3">Download</a>&nbsp;<br />Title: God With Us<br /><div><span>Main passage: Luke 2<br />Preached by: Pastor Ken Davis<br /></span></div>|2016-12-25 06:00:00|2016-12-26 18:27:14
1/1/2017 - Hope for the New Year|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0101-Heb11.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0101-Heb11.mp3">Download</a>&nbsp;<br />Title: God With Us<br /><div><span>Main passage: Heb 11<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-01-01 06:00:00|2017-01-01 19:40:16
1/8/2017 - Encounter With The Messiah|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0108-John4.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0108-John4.mp3">Download</a>&nbsp;<br />Title: Encounter with the Messiah<br /><div><span>Main passage: John 4<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-01-08 06:00:00|2017-01-08 22:04:21
1/15/2017 - The Connection of Faith|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0115-John4.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0115-John4.mp3">Download</a>&nbsp;<br />Title: The Connection of Faith<br /><div><span>Main passage: John 4<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-01-15 06:00:00|2017-01-15 22:42:15
1/22/2017 - Do you want to be made well|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0122-John5.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0122-John5.mp3">Download</a>&nbsp;<br />Title: Do you want to be made well<br /><div><span>Main passage: John 4<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-01-22 06:00:00|2017-01-22 20:48:27
1/29/2017 - He Will Be With You in the Storm |{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0129-John6.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0129-John6.mp3">Download</a>&nbsp;<br />Title: He Will Be With You in the Storm<br /><div><span>Main passage: John 6<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-01-29 06:00:00|2017-01-29 19:22:07
2/5/2017 - I Am The Bread of Life|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0205-John6.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0205-John6.mp3">Download</a>&nbsp;<br />Title: I Am The Bread of Life<br /><div><span>Main passage: John 6<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-02-05 06:00:00|2017-02-05 20:02:38
2/12/2017 - Rivers of Living Water|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0212-John7.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0212-John7.mp3">Download</a>&nbsp;<br />Title: Rivers of Living Water<br /><div><span>Main passage: John 7<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-02-12 06:00:00|2017-02-12 20:00:31
2/19/2017 - Who Are You Who Judge?|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0219-John8.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0219-John8.mp3">Download</a>&nbsp;<br />Title: Who Are You Who Judge?<br /><div><span>Main passage: John 8<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-02-19 06:00:00|2017-02-20 02:27:46
2/26/2017 - God is Light|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0226-John8.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0226-John8.mp3">Download</a>&nbsp;<br />Title: God is Light<br /><div><span>Main passage: John 8<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-02-26 06:00:00|2017-02-26 21:45:21
3/5/2017 - I Know My Father|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0305-John8.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0305-John8.mp3">Download</a>&nbsp;<br />Title: I Know My Father<br /><div><span>Main passage: John 8<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-03-05 06:00:00|2017-03-05 20:06:31
3/12/2017 - I Once Was Blind, But Now I See|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0312-John9.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0312-John9.mp3">Download</a>&nbsp;<br />Title:&nbsp;&nbsp;I Once Was Blind, But Now I See<br /><div><span>Main passage: John 9<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-03-12 07:00:00|2017-03-13 01:19:49
3/19/2017 - The Good Shepard - Part I|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0319-John10.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0319-John10.mp3">Download</a>&nbsp;<br />Title: &nbsp;The Good Shepard - Part I<br /><div><span>Main passage: John 10<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-03-19 06:00:00|2017-03-19 18:52:08
3/26/2017 - The Good Shepard - Part II|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0326-John10.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0326-John10.mp3">Download</a>&nbsp;<br />Title: &nbsp;The Good Shepard - Part II<br /><div><span>Main passage: John 10<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-03-26 06:00:00|2017-03-26 20:05:25
4/2/2017 - Lord Over Death|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0402-John11.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0402-John11.mp3">Download</a>&nbsp;<br />Title: &nbsp;Lord Over Death<br /><div><span>Main passage: John 11<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-04-02 06:00:00|2017-04-02 20:06:49
4/9/2017 - Lord Over Death - Part II|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0409-John11.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0409-John11.mp3">Download</a>&nbsp;<br />Title: &nbsp;Lord Over Death - Part II<br /><div><span>Main passage: John 11<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-04-09 06:00:00|2017-04-09 19:55:23
4/16/2017 - Divine Appointment|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0416-John12.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0416-John12.mp3">Download</a>&nbsp;<br />Title: &nbsp;Divine Appointment<br /><div><span>Main passage: John 12<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-04-16 06:00:00|2017-04-16 19:35:18
4/23/2017 - A New Command I Give You: Love One Another|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0423-John13.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0423-John13.mp3">Download</a>&nbsp;<br />Title: &nbsp;A New Command I Give You: Love One Another<br /><div><span>Main passage: John 13<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-04-23 06:00:00|2017-04-23 19:26:50
4/30/2017 - Let Not Your Heart Be Troubled|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0430-John14.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0430-John14.mp3">Download</a>&nbsp;<br />Title: &nbsp;Let Not Your Heart Be Troubled<br /><div><span>Main passage: John 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-04-30 06:00:00|2017-04-30 19:06:13
5/7/2017 - If You Love Me, Obey My Commands|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0507-John14.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0507-John14.mp3">Download</a>&nbsp;<br />Title: &nbsp;If You Love Me, Obey My Commands<br /><div><span>Main passage: John 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-05-07 06:00:00|2017-05-07 18:59:06
5/14/2017 - How to Love|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0514-John14.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0514-John14.mp3">Download</a>&nbsp;<br />Title: &nbsp;How to Love<br /><div><span>Main passage: John 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-05-14 06:00:00|2017-05-14 23:05:58
5/7/2017 - If You Love Me, Obey My Commands|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0507-John14.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0507-John14.mp3">Download</a>&nbsp;<br />Title: &nbsp;If You Love Me, Obey My Commands<br /><div><span>Main passage: John 14<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-05-07 06:00:00|2017-05-07 18:59:06
5/21/2017 - All or Nothing|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0521-John15.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0521-John15.mp3">Download</a>&nbsp;<br />Title: &nbsp;All or Nothing<br /><div><span>Main passage: John 15<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-05-21 06:00:00|2017-05-25 04:25:07
5/28/2017 - If You Abide in Me You Will Bear Much Fruit|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0528-John15.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0528-John15.mp3">Download</a>&nbsp;<br />Title: &nbsp;If You Abide in Me You Will Bear Much Fruit<br /><div><span>Main passage: John 15<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-05-28 06:00:00|2017-05-28 21:17:38
5/21/2017 - All or Nothing|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0521-John15.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0521-John15.mp3">Download</a>&nbsp;<br />Title: &nbsp;All or Nothing<br /><div><span>Main passage: John 15<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-05-21 06:00:00|2017-05-25 04:25:07
6/4/2017 - He Prays For Us|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0604-John17.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0604-John17.mp3">Download</a>&nbsp;<br />Title: &nbsp;He Prays For Us<br /><div><span>Main passage: John 17<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-06-04 06:00:00|2017-06-04 23:31:26
6/11/2017 - The Spirit is Willing, But The Flesh is Weak|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0611-John18.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0611-John18.mp3">Download</a>&nbsp;<br />Title: The Spirit is Willing, But The Flesh is Weak<br /><div><span>Main passage: John 18<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-06-11 06:00:00|2017-06-11 19:33:17
6/18/2017 - Truth and Consequences|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0618-John18.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0618-John18.mp3">Download</a>&nbsp;<br />Title:&nbsp;Truth and Consequences<br /><div><span>Main passage: John 18<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-06-18 06:00:00|2017-06-18 18:51:16
6/25/2017 - Crucified|{s5_mp3}http://sermonsave.com/ccswm/sermons/2017/0625-John19.mp3{/s5_mp3}<br /><a target="_blank" href="http://sermonsave.com/ccswm/sermons/2017/0625-John19.mp3">Download</a>&nbsp;<br />Title: Crucified<br /><div><span>Main passage: John 19<br />Preached by: Pastor Ken Davis<br /></span></div>|2017-06-25 06:00:00|2017-06-25 23:39:34
